original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence
3 tablespoons TJ’s Organic Red Wine Vinegar,Organic Red Wine Vinegar,0.997647,3.0,3 tablespoons,tablespoon,0.999964,,
2 tablespoons grated TJ’s Pecorino Romano and Parmesan Blend,Pecorino Romano and Parmesan Blend,0.988968,2.0,2 tablespoons,tablespoon,0.99933,grated,0.996871
1/3 cup TJ’s Extra Virgin Olive Oil,Extra Virgin Olive Oil,0.999679,0.3333333333333333,1/3 cups,cup,0.999972,,
TJ’s Avocado Oil Spray,Avocado Oil Spray,0.995004,,,,,,
1 cup Shredded Kale,Shredded Kale,0.637584,1.0,1 cup,cup,0.999841,,
"TJ’s Ground Pepper, to taste",Ground Pepper,0.952682,,,,,,
1 pkg. TJ’s Italian Style Turkey Meatloaf,pkg. Italian Style Turkey Meatloaf,0.855541,1.0,1,,0.990215,,
TJ’s Olive Oil Spray,Olive Oil Spray,0.996424,,,,,,
1 jar TJ’s Bruschetta,Bruschetta,0.99729,1.0,1 jar,jar,0.999826,,
"6 TJ’s Mozzarella Slices, cut into fourths",Mozzarella Slices,0.965794,6.0,6,,0.999206,cut into fourths,0.998783
12 TJ’s Sweet Pull Apart Aloha Rolls,Sweet Pull Apart Aloha Rolls,0.996578,12.0,12,,0.998666,,
12 Tablespoons TJ's Crispy Jalapeño Pieces,Crispy Jalapeño Pieces,0.996293,12.0,12 Tablespoons,Tablespoons,0.999929,,
"8 fresh TJ's Basil leaves, cut into chiffonade",fresh Basil leaves,0.994142,8.0,8,,0.998974,cut into chiffonade,0.999961
12 decorative skewers or toothpicks,decorative skewers toothpicks,0.804827,12.0,12,,0.999458,,
1 pkg. TJ’s Gyro Slices*,pkg. Gyro Slices,0.813881,1.0,1,,0.995502,,
3 Tablespoons TJ’s Herbed Tahini Sauce,Herbed Tahini Sauce,0.999751,3.0,3 Tablespoons,Tablespoons,0.999883,,
8 Tablespoons TJ’s Tzatziki,Tzatziki,0.99899,8.0,8 Tablespoons,Tablespoons,0.999919,,
"¼ cup TJ’s 50% Less Salt Roasted & Salted Peanuts, crushed",50% Less Salt Roasted & Salted Peanuts,0.979503,0.25,1/4 cups,cup,0.99996,crushed,0.996739
2 tablespoons peeled and minced TJ’s Organic Fresh Ginger,Organic Fresh Ginger,0.99902,2.0,2 tablespoons,tablespoon,0.999453,peeled and minced,0.999712
½ teaspoon TJ’s Cayenne,Cayenne,0.999051,0.5,1/2 teaspoons,teaspoon,0.999947,,
"½ cup TJ’s Half Salt Peanuts, chopped",Half Salt Peanuts,0.992964,0.5,1/2 cups,cup,0.99996,chopped,0.998368
1 lb. TJ's All Natural Ground Chicken,All Natural Ground Chicken,0.999843,1.0,1 lb,pound,0.999842,,
1 TJ's Jumbo White Onion,Jumbo White Onion,0.995662,1.0,1,,0.998983,,
15.5 oz. can TJ's Organic Kidney Beans,Organic Kidney Beans,0.998201,15.5,15.5 oz cans,oz cans,0.999342,,
14.5 oz. can TJ's Diced & Fire Roasted Organic Tomatoes with Green Chiles,Diced & Fire Roasted Organic Tomatoes with Green Chiles,0.995937,14.5,14.5 oz cans,oz cans,0.997798,,
TJ's Olive Oil of your choice,Olive Oil of your choice,0.993602,,,,,,
16 oz. pkg. TJ's Battered Fish Nuggets,pkg. Battered Fish Nuggets,0.954686,16.0,16 oz,ounce,0.999529,,
5.3 oz. container TJ's Plain Greek Whole Milk Yogurt,Plain Greek Whole Milk Yogurt,0.978701,5.3,5.3 oz container,oz container,0.956232,,
12 oz. pkg. TJ's Organic Broccoli Slaw,pkg. Organic Broccoli Slaw,0.953227,12.0,12 oz,ounce,0.999567,,
1 pkg. TJ's Corn Tortillas,pkg. Corn Tortillas,0.830456,1.0,1,,0.995303,,
1 TJ's Jumbo Sweet Onion,Jumbo Sweet Onion,0.997933,1.0,1,,0.999139,,
12 oz. pkg. TJ's Uncured Bavarian Bratwurst,pkg. Uncured Bavarian Bratwurst,0.938177,12.0,12 oz,ounce,0.999565,,
8 oz. TJ's Linguine,Linguine,0.99878,8.0,8 oz,ounce,0.999894,,
12 oz. can Simpler Times Pilsner or Lager,Simpler Times Pilsner Lager,0.7188935000000001,12.0,12 oz cans,oz cans,0.993406,,
16 oz. pkg. TJ's Plain Pizza Dough,pkg. Plain Pizza Dough,0.951585,16.0,16 oz,ounce,0.999589,,
16 oz. jar of TJ's Fat Free Pizza Sauce,Fat Free Pizza Sauce,0.995269,16.0,16 oz jars,oz jars,0.998137,,
8 oz. TJ's All Natural Fresh Mozzarella Cheese,All Natural Fresh Mozzarella Cheese,0.999823,8.0,8 oz,ounce,0.999871,,
1 pkg. Volpi or Citerrio Sliced Pepperoni,pkg. Volpi Citerrio Sliced Pepperoni,0.793167,1.0,1,,0.994636,,
TJ's Flour,Flour,0.998146,,,,,,
8 oz. pkg. TJ's Organic 3 Grain Tempeh,pkg. Organic 3 Grain Tempeh,0.95056,8.0,8 oz,ounce,0.999568,,
12 oz. pkg. TJ's Ready Veggies,pkg. Ready Veggies,0.8808005,12.0,12 oz,ounce,0.999734,,
1 TJ's Green Bell Pepper,Green Bell Pepper,0.997127,1.0,1,,0.998732,,
12 oz. pkg. TJ's Soy Chorizo,pkg. Soy Chorizo,0.90692,12.0,12 oz,ounce,0.999724,,
TJ's Ciabatta Rolls,Ciabatta Rolls,0.99733,,,,,,
7 oz. pkg. TJ's Wild Arugula,pkg. Wild Arugula,0.911045,7.0,7 oz,ounce,0.999745,,
TJ's Olive Oil or Butter,Olive Oil Butter,0.8819815,,,,,,
1 package TJ’s Madeleine Cookies,Madeleine Cookies,0.997986,1.0,1 package,package,0.999937,,
¼ cup TJ’s Dry Roasted & Salted Pistachio Nutmeats finely chopped,Dry Roasted & Salted Pistachio Nutmeats,0.956223,0.25,1/4 cups,cup,0.999954,finely chopped,0.676435
½ cup TJ’s Gluten Free Organic Rolled Oats with Ancient Grains & Seeds,Gluten Free Organic Rolled Oats with Ancient Grains & Seeds,0.995476,0.5,1/2 cups,cup,0.999919,,
¼ cup TJ’s Unsweetened Applesauce,Unsweetened Applesauce,0.992868,0.25,1/4 cups,cup,0.999981,,
Handful of fresh TJ’s berries (optional),fresh berries,0.989908,,Handful,Handful,0.996184,,
½ package TJ’s Organic Fusilli Corti Bucati,Organic Fusilli Corti Bucati,0.999488,0.5,1/2 packages,packages,0.999914,,
"5 TJ’s Whole Carrots, peeled and medium chopped",Whole Carrots,0.971531,5.0,5,,0.999044,peeled and medium chopped,0.9996
"½ jar TJ’s Fire Roasted Bell Peppers, drained and medium chopped",Fire Roasted Bell Peppers,0.998287,0.5,1/2 jars,jars,0.999862,drained and medium chopped,0.9995
1 carton TJ’s Organic Low Sodium Vegetable Broth,Organic Low Sodium Vegetable Broth,0.981357,1.0,1 carton,carton,0.944186,,
1 cup Organic Shelled Hemp Seeds,Organic Shelled Hemp Seeds,0.999125,1.0,1 cup,cup,0.999962,,
1/4 cup aquafaba of TJ’s Organic Garbanzo Beans,aquafaba of Organic Garbanzo Beans,0.990751,0.25,1/4 cups,cup,0.999967,,
1/4 teaspoon lemon juice,lemon juice,0.999374,0.25,1/4 teaspoons,teaspoon,0.999954,,
"¼ teaspoon TJ’s 100% Colombian Instant Coffee, plus more for dusting",100% Colombian Instant Coffee,0.998344,0.25,1/4 teaspoons,teaspoon,0.999956,,
"2 cups TJ’s Calrose Rice, cooked according to package instructions",Calrose Rice,0.995658,2.0,2 cups,cup,0.999964,cooked according to package instructions,0.997753
1 package TJ’s Everything but the Bagel Seasoned Smoked Salmon,Everything but the Bagel Seasoned Smoked Salmon,0.984605,1.0,1 package,package,0.999841,,
"4 sheets Organic TJ’s Roasted Seaweed, cut into bite-size strips",Organic Roasted Seaweed,0.995866,4.0,4 sheets,sheets,0.999712,cut into bite-size strips,0.999771
"TJ’s Green Dragon Hot Sauce, for drizzling",Green Dragon Hot Sauce,0.997671,,,,,,
1 cup TJ’s Organic Spinach,Organic Spinach,0.999419,1.0,1 cup,cup,0.999974,,
½ cup TJ’s Green Goddess Dressing,Green Goddess Dressing,0.999622,0.5,1/2 cups,cup,0.999969,,
1/3 cup TJ’s Organic Crumbled Feta,Organic Crumbled Feta,0.99849,0.3333333333333333,1/3 cups,cup,0.99997,,
½ cup TJ’s Raw Slivered Almonds,Raw Slivered Almonds,0.998741,0.5,1/2 cups,cup,0.999976,,
8 TJ’s Hash Brown Patties,Hash Brown Patties,0.994904,8.0,8,,0.999188,,
2 cups TJ’s Organic Shredded Kale,Organic Shredded Kale,0.998951,2.0,2 cups,cup,0.999969,,
"TJ’s Chili Onion Crunch, for drizzling",Chili Onion Crunch,0.992841,,,,,,
1 jar TJ’s Marinated Artichoke,Marinated Artichoke,0.998944,1.0,1 jar,jar,0.999856,,
¼ cup TJ’s Peeled Garlic,Peeled Garlic,0.994719,0.25,1/4 cups,cup,0.999953,,
"1 cup Spanish Manzanilla with Pimento Paste, drained and halved crosswise",Spanish Manzanilla with Pimento Paste,0.999268,1.0,1 cup,cup,0.999954,drained and halved crosswise,0.999713
1 cup TJ’s Organic Marinara Sauce,Organic Marinara Sauce,0.999301,1.0,1 cup,cup,0.99997,,
½ cup TJ’s Crumbled Feta Cheese,Crumbled Feta Cheese,0.999844,0.5,1/2 cups,cup,0.999976,,
"1 bag TJ's Organic Dried & Pitted Deglet Noor Dates, roughly chopped",Organic Dried & Pitted Deglet Noor Dates,0.983923,1.0,1 bag,bag,0.998511,roughly chopped,0.990776
6 TJ's Fully Cooked Turkey Meatballs,Fully Cooked Turkey Meatballs,0.997036,6.0,6,,0.998201,,
"TJ’s Turkey Gravy, for serving",Turkey Gravy,0.994448,,,,,,
1/2 cup TJ's White Chocolate Chips (seasonal),White Chocolate Chips,0.99947,0.5,1/2 cups,cup,0.99997,,
1 teaspoon Cinnamon,Cinnamon,0.998535,1.0,1 teaspoon,teaspoon,0.99993,,
"12-13 small TJ's Honeycrisp or Granny Smith Apples, peeled, corred, & sliced approx. 1/4-inch thick (about 12 cups)",Honeycrisp Granny Smith Apples,0.6379785,12.0,12-13,,0.999122,"peeled, corred",0.969757
"1 1/2 cups TJ's Gluten Free All Purpose Flour, divided",Gluten Free All Purpose Flour,0.999302,1.5,1 1/2 cups,cup,0.999945,divided,0.999564
1/2 cup TJ's Organic Virgin Coconut Oil (room temperature),Organic Virgin Coconut Oil,0.99924,0.5,1/2 cups,cup,0.999946,(room temperature),0.918323
"Whipped Cream and TJ's Caramel Sauce, for serving (optional, but encouraged!)",Whipped Cream and Caramel Sauce,0.954556,,,,,,
4 TJ's Murasaki Sweet Potatoes (double quantity if potatoes are on the smaller side),Murasaki Sweet Potatoes,0.997398,4.0,4,,0.998164,,
2 containers TJ's Legume & Spinach Salad,Legume & Spinach Salad,0.98137,2.0,2 containers,containers,0.980442,,
TJ's Crumbled Goat Cheese (optional),Crumbled Goat Cheese,0.998161,,,,,,
1 bag TJ’s Caramel Sea Salt Baking Chips,Caramel Sea Salt Baking Chips,0.997804,1.0,1 bag,bag,0.999855,,
1 1/4 cups TJ's Semi-Sweet Chocolate Chips,Semi-Sweet Chocolate Chips,0.999581,1.25,1 1/4 cups,cup,0.999978,,
4 cups cubed TJ's French Baguette (about half of a baguette),French Baguette,0.987543,4.0,4 cups,cup,0.999701,cubed,0.975244
"Whipped cream, for serving (optional)",Whipped cream,0.982408,,,,,,
TJ's Fresh Mint,Fresh Mint,0.973794,,,,,,
1 1/2 oz. TJ's Kentucky Bourbon Straight Whiskey,Kentucky Bourbon Straight Whiskey,0.999205,1.5,1 1/2 oz,ounce,0.999913,,
3-4 oz. TJ's Organic Strawberry Lemonade,Organic Strawberry Lemonade,0.997907,3.0,3-4 oz,ounce,0.999979,,
1 bag TJ's Southwestern Chopped Salad Kit,Southwestern Chopped Salad Kit,0.990173,1.0,1 bag,bag,0.99993,,
"1 can TJ's Organic Black Beans, drained & rinsed",Organic Black Beans,0.998827,1.0,1 can,can,0.999481,drained & rinsed,0.98336
2 TJ's Teeny Tiny Avocados,Teeny Tiny Avocados,0.995834,2.0,2,,0.998328,,
2 slices TJ's Stone Hearth Baked French Bread,Stone Hearth Baked French Bread,0.999776,2.0,2 slices,slices,0.999673,,
TJ's Microgreens or Organic Arugula,Microgreens Organic Arugula,0.6805585000000001,,,,,,
TJ's Organic Sweet Bread & Butter Pickle Chips (optional),Organic Sweet Bread & Butter Pickle Chips,0.984383,,,,,,
TJ's Whole Grain Mustard,Whole Grain Mustard,0.985069,,,,,,
1 jar TJ's Salsa Autentica,Salsa Autentica,0.997879,1.0,1 jar,jar,0.99984,,
"1 can TJ's Whole Kernel Corn, drained",Whole Kernel Corn,0.999225,1.0,1 can,can,0.999878,drained,0.997049
"1 can TJ's Premium Chunk White Chicken, drained",Premium Chunk White Chicken,0.999571,1.0,1 can,can,0.999861,drained,0.997865
Your favorite TJ's Tortilla Chips,Your favorite Tortilla Chips,0.9684,,,,,,
"TJ's Avocado, , Cilantro, and Lime for garnish",Avocado Cilantro Lime,0.7122430000000001,,,,,,
1/2 cup TJ's Raw Almonds,Raw Almonds,0.999402,0.5,1/2 cups,cup,0.999977,,
1 cup (10-12) TJ's Organic Pitted Medjool Dates,Organic Pitted Medjool Dates,0.943708,1.0,1 cup,cup,0.999631,,
2 handfuls TJ's Organic Unsweetened Coconut Chips,Organic Unsweetened Coconut Chips,0.992668,2.0,2 handfuls,handfuls,0.999625,,
3 cups TJ's Fresh Squeezed Limeade,Fresh Squeezed Limeade,0.996544,3.0,3 cups,cup,0.999968,,
"1 TJ's Fresh Lime, sliced",Fresh Lime,0.970678,1.0,1,,0.997886,sliced,0.998603
1 tub (16 oz.) TJ's Organic Sour Cream,Organic Sour Cream,0.998082,1.0,1 tub,tub,0.998947,,
"2-3 TJ's Roma Tomatoes, chopped (discard juicy pulp)",Roma Tomatoes,0.997066,2.0,2-3,,0.998567,chopped (discard juicy pulp),0.825076
3 tablespoons TJ's Crumbled Blue Cheese,Crumbled Blue Cheese,0.996711,3.0,3 tablespoons,tablespoon,0.999979,,
"3 slices of your favorite TJs Bacon, cooked & chopped",your favorite TJs Bacon,0.969165,3.0,3 slices,slices,0.998986,cooked & chopped,0.991933
"Handful chopped TJ's Fresh Chives, for garnish",chopped Fresh Chives,0.760846,,Handful,Handful,0.927194,,
1 bag TJ's Organic Cole Slaw Kit,Organic Cole Slaw Kit,0.998023,1.0,1 bag,bag,0.999611,,
"1 ripe TJ's Peach, thinly sliced",ripe Peach,0.998844,1.0,1,,0.999766,thinly sliced,0.998664
1 1/2 oz. TJ’s White Rum Of The Gods,White Rum Of The Gods,0.996641,1.5,1 1/2 oz,ounce,0.999828,,
4 oz. TJ’s Sparkling Coconut Water with Yuzu,Sparkling Coconut Water with Yuzu,0.989086,4.0,4 oz,ounce,0.999892,,
Generous pinch of TJ’s Cayenne Pepper,Cayenne Pepper,0.99384,,Generous pinch,Generous pinch,0.9954,,
1 oz. TJ’s Blanco Tequila,Blanco Tequila,0.999689,1.0,1 oz,ounce,0.999901,,
1/2 of a TJ’s Fresh Lemon (plus a lemon slice for garnish),of a Fresh Lemon,0.608559,0.5,1/2,,0.940924,,
4 to 6 oz. TJ’s Organic Sparkling Lemon + Strawberry Apple Cider Vinegar Beverage,Organic Sparkling Lemon + Strawberry Apple Cider Vinegar Beverage,0.98147,4.0,4-6 oz,ounce,0.999968,,
1 1/2 oz. TJ's Kentucky Bourbon,Kentucky Bourbon,0.999716,1.5,1 1/2 oz,ounce,0.999913,,
A squeeze of a TJ’s Fresh Lemon (plus a lemon slice for garnish),A squeeze of a Fresh Lemon,0.930556,,,,,,
1/4 to 1/2 teaspoon TJ's Organic Blue Agave syrup (optional),Organic Blue Agave syrup,0.999182,0.25,1/4-1/2 teaspoon,teaspoon,0.999933,,
4 oz. TJ’s Sparkling Black Tea & Peach Juice Beverage,Sparkling Black Tea & Peach Juice Beverage,0.992189,4.0,4 oz,ounce,0.999845,,
1 oz. TJ’s Texas Vodka,Texas Vodka,0.999686,1.0,1 oz,ounce,0.999908,,
4 oz. TJ’s Sparkling Strawberry Juice Beverage,Sparkling Strawberry Juice Beverage,0.998116,4.0,4 oz,ounce,0.999906,,
1 teaspoon TJ's Red Chili Pepper,Red Chili Pepper,0.999783,1.0,1 teaspoon,teaspoon,0.99997,,
"1 TJ's Organic French Baguette or your favorite TJ's bread, warmed & sliced",Organic French Baguette your favorite bread,0.9744335,1.0,1,,0.979949,warmed & sliced,0.986217
"1 TJ's Key Lime Pie, thawed according to package directions",Key Lime Pie,0.996743,1.0,1,,0.998004,thawed according to package directions,0.998465
1 TJ’s Mini Watermelon,Mini Watermelon,0.995967,1.0,1,,0.998972,,
1 bottle TJ’s Fresh Squeezed Lemonade,Fresh Squeezed Lemonade,0.998205,1.0,1 bottle,bottle,0.999175,,
1 package TJ’s Branzino Fillets,Branzino Fillets,0.999632,1.0,1 package,package,0.999936,,
"1 package (10 oz.) TJ’s Organic Cherry Tomatoes, halved",Organic Cherry Tomatoes,0.990999,1.0,1 package,package,0.999627,halved,0.996352
"10 TJ’s Organic Kalamata Olives, roughly chopped",Organic Kalamata Olives,0.995639,10.0,10,,0.997567,roughly chopped,0.993578
TJ’s Sea Salt & Black Pepper,Sea Salt & Black Pepper,0.96587,,,,,,
4 sprigs TJ’s Fresh Organic Thyme,Fresh Organic Thyme,0.998781,4.0,4 sprigs,sprigs,0.999808,,
You will also need 4 pieces of parchment paper (12” by 18”) and 2 baking sheets,parchment paper,0.948531,,,,,,
"1 loaf TJ’s Vegan Banana Bread, cut into 8 slices",Vegan Banana Bread,0.991869,1.0,1 loaf,loaf,0.993868,cut into 8 slices,0.999918
"2 ripe TJ’s Bananas, peeled and sliced into coins",ripe Bananas,0.997705,2.0,2,,0.999674,peeled and sliced into coins,0.994583
TJ’s Walnut Baking Pieces,Walnut Baking Pieces,0.995315,,,,,,
3 parts TJ’s Blanc de Blancs French Sparkling Wine,parts Blanc de Blancs French Sparkling Wine,0.90767,3.0,3,,0.994691,,
1 part TJ’s Organic Orange Strawberry Banana Juice,part Organic Orange Strawberry Banana Juice,0.994076,1.0,1,,0.998429,,
"TJ’s Canola Oil Spray or Coconut Oil Spray, to grease pan",Canola Oil Spray Coconut Oil Spray,0.66135,,,,,,
1 box TJ’s Banana Bread Mix,Banana Bread Mix,0.9993,1.0,1 box,box,0.999684,,
"1 cup TJ’s Fresh or Frozen Raspberries, plus a few more for garnish",Fresh Raspberries Frozen Raspberries,0.8450420000000001,1.0,1 cup,cup,0.999416,,
1/2 cup TJ’s 72% Cacao Dark Chocolate Chips,72% Cacao Dark Chocolate Chips,0.991902,0.5,1/2 cups,cup,0.999967,,
1 bottle TJ’s Banana & Almond Butter Protein Smoothie Beverage,Banana & Almond Butter Protein Smoothie Beverage,0.993923,1.0,1 bottle,bottle,0.999435,,
5 to 6 ounces TJ’s Cold Brew Coffee Concentrate (do not dilute),Cold Brew Coffee Concentrate,0.999201,5.0,5-6 ounce,ounce,0.999912,,
"1 ripe TJ’s Banana, peeled and frozen",ripe Banana,0.997318,1.0,1,,0.999096,peeled and frozen,0.964562
"Handful TJ’s Dark Chocolate Covered Espresso Beans, crushed",Dark Chocolate Covered Espresso Beans,0.992028,,Handful,Handful,0.972764,crushed,0.995689
2 packages TJ's Organic Shredded Cabbage & Carrots,Organic Shredded Cabbage & Carrots,0.994037,2.0,2 packages,packages,0.999674,,
4 TJ's Burgers or Meatless Patties of your choice,Burgers Meatless Patties of your choice,0.917226,4.0,4,,0.997884,,
1 package TJ's Burger Buns,Burger Buns,0.999457,1.0,1 package,package,0.999862,,
1 bag TJ's Handsome Cut Fries OR TJ's Potato Tots,Handsome Cut Fries Tots Handsome Cut Potato Tots,0.5222275000000001,1.0,1 bag,bag,0.999453,,
"TJ's ripe avocado, jalapeño, or your favorite burger garnishes",ripe avocado jalapeño,0.8662255,,,,,,
1 package TJ's Holiday Vegetable Hash (seasonal),Holiday Vegetable Hash,0.999353,1.0,1 package,package,0.999803,,
1 package TJ's Sliced Cremini Mushrooms,Sliced Cremini Mushrooms,0.990195,1.0,1 package,package,0.99993,,
1 cup TJ's Cultivated Wild Rice,Cultivated Wild Rice,0.998513,1.0,1 cup,cup,0.999975,,
2 cups cooked leftover TJ's Turkey,leftover Turkey,0.99825,2.0,2 cups,cup,0.999837,cooked,0.994316
"1/2 cup juice from TJ's Fresh Citrus (we used the juice of 1 orange, 1 lemon, and 1 lime)",juice from Fresh Citrus,0.969658,0.5,1/2 cups,cup,0.999166,,
1 TJ's All Natural Crate Free Pork Tenderloin,All Natural Crate Free Pork Tenderloin,0.998976,1.0,1,,0.999143,,
1 package TJ’s Sliced Halloumi Cheese (seasonal),Sliced Halloumi Cheese,0.995734,1.0,1 package,package,0.999887,,
"1 package TJ’s Watermelon Spears or 1/4 of a TJ's Watermelon, cubed",Watermelon Spears,0.991343,1.0,1 package,package,0.99986,cubed,0.999454
1 package TJ’s Fresh Basil Leaves,Fresh Basil Leaves,0.996352,1.0,1 package,package,0.999877,,
1 container TJ’s Black Mission Figs,Black Mission Figs,0.996759,1.0,1 container,container,0.997976,,
2 Tbsp TJ’s Balsamic Glaze,Balsamic Glaze,0.995738,2.0,2 Tbsps,Tbsps,0.998214,,
1 bag TJ's Roasted Potatoes with Peppers & Onions,Roasted Potatoes with Peppers & Onions,0.995134,1.0,1 bag,bag,0.999728,,
"1 pound leftover cooked Corned Beef, cubed to potato size (seasonal)",leftover cooked Corned Beef,0.691141,1.0,1 pound,pound,0.999534,cubed to potato size,0.94176
2 Tbsp TJ's Pure Imported Olive Oil,Pure Imported Olive Oil,0.99709,2.0,2 Tbsps,Tbsps,0.999126,,
1 package TJ's Globe Artichokes (4 count - Seasonal),Globe Artichokes,0.998885,1.0,1 package,package,0.999851,,
4 TJ's Lemons,Lemons,0.996902,4.0,4,,0.999806,,
1 package TJ's Premium Peeled Garlic Cloves,Premium Peeled Garlic Cloves,0.929227,1.0,1 package,package,0.999782,,
1 bag TJ's Trader Potato Tots,Trader Potato Tots,0.998788,1.0,1 bag,bag,0.999682,,
"1 block TJ's Jalapeño Jack Cheese, shredded and divided",Jalapeño Jack Cheese,0.998661,1.0,1 block,block,0.999334,shredded and divided,0.999758
1/2 batch of Jackfruit Carnitas (or 2 cups of your favorite cooked protein),Jackfruit Carnitas,0.965352,0.5,1/2 batches,batches,0.99892,,
"TJ's Hot & Sweet Jalapeños, Sour Cream & Cilantro (for garnish)",Hot & Sweet Jalapeños Sour Cream & Cilantro,0.9032395,,,,,,
8 ears TJ's Fresh Corn,Fresh Corn,0.992638,8.0,8 ears,ears,0.998964,,
TJ's Green Goddess Salad Dressing,Green Goddess Salad Dressing,0.999038,,,,,,
TJ's Red Chili Pepper Flakes (optional),Red Chili Pepper Flakes,0.997949,,,,,,
"1 package TJ's Boneless Chicken Breasts, cut into 2"" cubes",Boneless Chicken Breasts,0.99905,1.0,1 package,package,0.999896,"cut into 2"" cubes",0.999961
1 bottle of TJ's Spicy Peanut Vinaigrette,Spicy Peanut Vinaigrette,0.986175,1.0,1 bottle,bottle,0.999512,,
"1 package TJ's Sliced Fresh Pineapple, cut into chunks",Sliced Fresh Pineapple,0.96406,1.0,1 package,package,0.999894,cut into chunks,0.999668
"2 TJ's Red Onions, sliced into large chunks",Red Onions,0.995068,2.0,2,,0.997168,sliced into large chunks,0.999928
"6 strips TJ's Uncured Dry Rubbed Sliced Bacon, diced",Uncured Dry Rubbed Sliced Bacon,0.998958,6.0,6 strips,strips,0.99851,diced,0.999301
2 Tbsp Clarified Butter or Canola Oil,Clarified Butter Canola Oil,0.945335,2.0,2 Tbsps,Tbsps,0.997888,,
"1/2 medium TJ's Sweet Onion, diced",Sweet Onion,0.990181,0.5,1/2,,0.999823,diced,0.998808
2 1/2 cups TJ's Organic Low Sodium Chicken Broth (or Water),Organic Low Sodium Chicken Broth Water,0.9346255,2.5,2 1/2 cups,cup,0.999938,,
1 can (15 oz) TJ's Tomato Sauce,Tomato Sauce,0.99805,1.0,1 can,can,0.999474,,
"TJ's Fully Cooked Carnitas, heated",Fully Cooked Carnitas,0.992352,,,,,heated,0.987307
"TJ's Frozen Roasted Corn, heated",Frozen Roasted Corn,0.995936,,,,,heated,0.990471
TJ's Mexican Blend Cheese,Mexican Blend Cheese,0.996417,,,,,,
TJ's Avocado's Number Guacamole or TJ's Reduced Guilt Guacamole,Avocado's Number Guacamole Reduced Guilt Guacamole,0.5840295,,,,,,
TJ's Salsa (optional),Salsa,0.983285,,,,,,
1 TJ's Bell Pepper (Orange or Yellow),Bell Pepper,0.992829,1.0,1,,0.997529,,
1 can TJ's Organic Diced & No Salt Added Tomatoes,Organic Diced & No Salt Added Tomatoes,0.897195,1.0,1 can,can,0.999355,,
2 cans TJ's Organic Pumpkin (seasonal),Organic Pumpkin,0.999265,2.0,2 cans,cans,0.999691,,
1/2 cup TJ's Shredded Cheddar Cheese,Shredded Cheddar Cheese,0.999773,0.5,1/2 cups,cup,0.999978,,
1 TJ's Chantilly Cream Vanilla Bean Mini Sheet Cake (or 18 ounces of YOUR favorite TJ's Bakery cake),Chantilly Cream Vanilla Bean Mini Sheet Cake,0.985824,1.0,1,,0.989808,,
1 6 oz. package TJ's Blueberries,Blueberries,0.997683,1.0,1 package,package,0.999576,,
1 package TJ's Organic Mint (optional garnish),Organic Mint,0.997798,1.0,1 package,package,0.999813,,
"1 tablespoon TJ's Soyaki Sauce, Stir Fry Sauce, or other tangy marinade you might have sitting in your fridge",Soyaki Sauce Stir Fry Sauce,0.9059205,1.0,1 tablespoon,tablespoon,0.999773,,
"1/4 cup TJ's neutral oil (Sunflower, Canola, Grapeseed, etc. will all work here)",neutral oil,0.996654,0.25,1/4 cups,cup,0.999966,,
"1 generous cup any TJ's Vegetables you might have on hand (green/red/yellow onion, bell peppers, carrots, mushrooms, frozen peas/corn/edamame/broccoli), thawed if frozen, and chopped",broccoli,0.30363,1.0,1 generous cup,generous cup,0.894711,"thawed if frozen, and chopped",0.966624
"3 or 4 cups cooked, day-old TJ's Rice",day-old Rice,0.771274,3.0,3-4 cup,cup,0.999634,cooked,0.981721
2 bags TJ's Frozen Riced Cauliflower,Frozen Riced Cauliflower,0.998952,2.0,2 bags,bag,0.999594,,
1 1/4 cup TJ's Lite Shredded Mozzarella,Lite Shredded Mozzarella,0.999304,1.25,1 1/4 cups,cup,0.999976,,
4 slices TJ's Pre Sliced Mozzarella,Pre Sliced Mozzarella,0.998515,4.0,4 slices,slices,0.999925,,
"1 package TJ's Frozen Shelled Edamame, heated",Frozen Shelled Edamame,0.998307,1.0,1 package,package,0.999631,heated,0.992959
"1 cup TJ's Red Quinoa, cooked",Red Quinoa,0.998759,1.0,1 cup,cup,0.999979,cooked,0.998078
2 tablespoon TJ's Italian Parsley,Italian Parsley,0.999751,2.0,2 tablespoons,tablespoon,0.999971,,
"1 TJ's Gala Apple, diced",Gala Apple,0.995631,1.0,1,,0.999398,diced,0.99819
1/3 cup TJ's Sliced Almonds,Sliced Almonds,0.969917,0.3333333333333333,1/3 cups,cup,0.999959,,
2 tablespoons TJ's Extra Virgin California Olive Oil,Extra Virgin California Olive Oil,0.999254,2.0,2 tablespoons,tablespoon,0.999927,,
"5 Cage Free Fresh Hard-Cooked Eggs, quartered",Cage Free Fresh Hard-Cooked Eggs,0.994156,5.0,5,,0.999228,quartered,0.999284
1 container TJ's Blue Cheese Crumbles,Blue Cheese Crumbles,0.992992,1.0,1 container,container,0.988192,,
1 bottle TJ's Red Wine & Olive Oil Vinaigrette OR 1 jar TJ's Chunky Blue Cheese Dressing,Red Wine & Olive Oil Vinaigrette,0.943397,1.0,1 bottle,bottle,0.999245,,
5 food storage containers for daily meal prep,food storage containers,0.988735,5.0,5,,0.999512,,
